Gene_ID	Gene_symbol	description
ENSG00000239664	RP5-857K21.3	--
ENSG00000230021	RP5-857K21.4	--
ENSG00000223659	RP5-857K21.5	--
ENSG00000225972	MTND1P23	MT-ND1 pseudogene 23 [Source:HGNC Symbol%3BAcc:42092]
ENSG00000225630	MTND2P28	MT-ND2 pseudogene 28 [Source:HGNC Symbol%3BAcc:42129]
ENSG00000237973	hsa-mir-6723	hsa-mir-6723 [Source:miRBase%3BAcc:MI0022558]
ENSG00000229344	RP5-857K21.7	--
ENSG00000240409	MTATP8P1	mitochondrially encoded ATP synthase 8 pseudogene 1 [Source:HGNC Symbol%3BAcc:44571]
ENSG00000248527	MTATP6P1	mitochondrially encoded ATP synthase 6 pseudogene 1 [Source:HGNC Symbol%3BAcc:44575]
ENSG00000198744	RP5-857K21.11	--
ENSG00000268663	WBP1LP6	WW domain binding protein 1-like pseudogene 6 [Source:HGNC Symbol%3BAcc:43956]
ENSG00000185097	OR4F16	olfactory receptor%2C family 4%2C subfamily F%2C member 16 [Source:HGNC Symbol%3BAcc:15079]
ENSG00000229376	CICP3	capicua transcriptional repressor pseudogene 3 [Source:HGNC Symbol%3BAcc:37742]
ENSG00000224956	RP11-206L10.1	--
ENSG00000235373	RP11-206L10.3	--
ENSG00000223181	RNU6-1199P	RNA%2C U6 small nuclear 1199%2C pseudogene [Source:HGNC Symbol%3BAcc:48162]
ENSG00000240618	RP11-206L10.5	--
ENSG00000229905	RP11-206L10.4	--
ENSG00000228327	RP11-206L10.2	--
ENSG00000237491	RP11-206L10.9	--
ENSG00000230092	RP11-206L10.8	--
ENSG00000269831	AL669831.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL%3BAcc:M0QX24]
ENSG00000240453	RP11-206L10.10	--
ENSG00000177757	FAM87B	family with sequence similarity 87%2C member B [Source:HGNC Symbol%3BAcc:32236]
ENSG00000225880	LINC00115	long intergenic non-protein coding RNA 115 [Source:HGNC Symbol%3BAcc:26211]
ENSG00000228794	LINC01128	long intergenic non-protein coding RNA 1128 [Source:HGNC Symbol%3BAcc:49377]
ENSG00000230368	FAM41C	family with sequence similarity 41%2C member C [Source:HGNC Symbol%3BAcc:27635]
ENSG00000234711	TUBB8P11	tubulin%2C beta 8 class VIII pseudogene 11 [Source:HGNC Symbol%3BAcc:32337]
ENSG00000269308	AL645608.2	--
ENSG00000272438	RP11-54O7.16	--
ENSG00000230699	RP11-54O7.1	--
ENSG00000241180	RP11-54O7.2	--
ENSG00000223764	RP11-54O7.3	--
ENSG00000187634	SAMD11	sterile alpha motif domain containing 11 [Source:HGNC Symbol%3BAcc:28706]
ENSG00000268179	AL645608.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL%3BAcc:M0R0C9]
ENSG00000188976	NOC2L	nucleolar complex associated 2 homolog (S. cerevisiae) [Source:HGNC Symbol%3BAcc:24517]
ENSG00000187961	KLHL17	kelch-like family member 17 [Source:HGNC Symbol%3BAcc:24023]
ENSG00000187583	PLEKHN1	pleckstrin homology domain containing%2C family N member 1 [Source:HGNC Symbol%3BAcc:25284]
ENSG00000187642	C1orf170	chromosome 1 open reading frame 170 [Source:HGNC Symbol%3BAcc:28208]
ENSG00000272512	RP11-54O7.17	--
ENSG00000188290	HES4	hes family bHLH transcription factor 4 [Source:HGNC Symbol%3BAcc:24149]
ENSG00000231702	RP11-54O7.10	--
ENSG00000224969	RP11-54O7.11	--
ENSG00000187608	ISG15	ISG15 ubiquitin-like modifier [Source:HGNC Symbol%3BAcc:4053]
ENSG00000188157	AGRN	agrin [Source:HGNC Symbol%3BAcc:329]
ENSG00000242590	RP11-54O7.14	--
ENSG00000217801	RP11-465B22.3	--
ENSG00000273443	RP11-54O7.18	--
ENSG00000237330	RNF223	ring finger protein 223 [Source:HGNC Symbol%3BAcc:40020]
ENSG00000131591	C1orf159	chromosome 1 open reading frame 159 [Source:HGNC Symbol%3BAcc:26062]
ENSG00000223823	RP11-465B22.5	--
ENSG00000207730	MIR200B	microRNA 200b [Source:HGNC Symbol%3BAcc:31579]
ENSG00000207607	MIR200A	microRNA 200a [Source:HGNC Symbol%3BAcc:31578]
ENSG00000198976	MIR429	microRNA 429 [Source:HGNC Symbol%3BAcc:13784]
ENSG00000272141	RP11-465B22.8	--
ENSG00000205231	TTLL10-AS1	TTLL10 antisense RNA 1 [Source:HGNC Symbol%3BAcc:41159]
ENSG00000162571	TTLL10	tubulin tyrosine ligase-like family%2C member 10 [Source:HGNC Symbol%3BAcc:26693]
ENSG00000186891	TNFRSF18	tumor necrosis factor receptor superfamily%2C member 18 [Source:HGNC Symbol%3BAcc:11914]
ENSG00000186827	TNFRSF4	tumor necrosis factor receptor superfamily%2C member 4 [Source:HGNC Symbol%3BAcc:11918]
ENSG00000078808	SDF4	stromal cell derived factor 4 [Source:HGNC Symbol%3BAcc:24188]
ENSG00000176022	B3GALT6	UDP-Gal:betaGal beta 1%2C3-galactosyltransferase polypeptide 6 [Source:HGNC Symbol%3BAcc:17978]
ENSG00000184163	FAM132A	family with sequence similarity 132%2C member A [Source:HGNC Symbol%3BAcc:32308]
ENSG00000260179	RP5-902P8.12	--
ENSG00000160087	UBE2J2	ubiquitin-conjugating enzyme E2%2C J2 [Source:HGNC Symbol%3BAcc:19268]
ENSG00000230415	RP5-902P8.10	--
ENSG00000162572	SCNN1D	sodium channel%2C non-voltage-gated 1%2C delta subunit [Source:HGNC Symbol%3BAcc:10601]
ENSG00000131584	ACAP3	ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3 [Source:HGNC Symbol%3BAcc:16754]
ENSG00000169972	PUSL1	pseudouridylate synthase-like 1 [Source:HGNC Symbol%3BAcc:26914]
ENSG00000127054	CPSF3L	cleavage and polyadenylation specific factor 3-like [Source:HGNC Symbol%3BAcc:26052]
ENSG00000240731	RP5-890O3.9	--
ENSG00000224051	GLTPD1	glycolipid transfer protein domain containing 1 [Source:HGNC Symbol%3BAcc:28116]
ENSG00000169962	TAS1R3	taste receptor%2C type 1%2C member 3 [Source:HGNC Symbol%3BAcc:15661]
ENSG00000107404	DVL1	dishevelled segment polarity protein 1 [Source:HGNC Symbol%3BAcc:3084]
ENSG00000162576	MXRA8	matrix-remodelling associated 8 [Source:HGNC Symbol%3BAcc:7542]
ENSG00000175756	AURKAIP1	aurora kinase A interacting protein 1 [Source:HGNC Symbol%3BAcc:24114]
ENSG00000223663	RP5-890O3.3	--
ENSG00000221978	CCNL2	cyclin L2 [Source:HGNC Symbol%3BAcc:20570]
ENSG00000224870	RP4-758J18.2	HCG20425%2C isoform CRA_a%3B Uncharacterized protein%3B cDNA FLJ53815  [Source:UniProtKB/TrEMBL%3BAcc:B4DNA4]
ENSG00000242485	MRPL20	mitochondrial ribosomal protein L20 [Source:HGNC Symbol%3BAcc:14478]
ENSG00000264293	RN7SL657P	RNA%2C 7SL%2C cytoplasmic 657%2C pseudogene [Source:HGNC Symbol%3BAcc:46673]
ENSG00000272455	RP4-758J18.13	--
ENSG00000235098	ANKRD65	ankyrin repeat domain 65 [Source:HGNC Symbol%3BAcc:42950]
ENSG00000225905	RP4-758J18.7	--
ENSG00000205116	TMEM88B	transmembrane protein 88B [Source:HGNC Symbol%3BAcc:37099]
ENSG00000225285	RP4-758J18.10	--
ENSG00000179403	VWA1	von Willebrand factor A domain containing 1 [Source:HGNC Symbol%3BAcc:30910]
ENSG00000215915	ATAD3C	ATPase family%2C AAA domain containing 3C [Source:HGNC Symbol%3BAcc:32151]
ENSG00000160072	ATAD3B	ATPase family%2C AAA domain containing 3B [Source:HGNC Symbol%3BAcc:24007]
ENSG00000197785	ATAD3A	ATPase family%2C AAA domain containing 3A [Source:HGNC Symbol%3BAcc:25567]
ENSG00000205090	TMEM240	transmembrane protein 240 [Source:HGNC Symbol%3BAcc:25186]
ENSG00000160075	SSU72	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) [Source:HGNC Symbol%3BAcc:25016]
ENSG00000215791	AL645728.2	--
ENSG00000215014	AL645728.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL%3BAcc:H0Y6Q5]
ENSG00000236684	AL645728.3	--
ENSG00000228594	C1orf233	chromosome 1 open reading frame 233 [Source:HGNC Symbol%3BAcc:42951]
ENSG00000272106	RP11-345P4.9	--
ENSG00000197530	MIB2	mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol%3BAcc:30577]
ENSG00000189409	MMP23B	matrix metallopeptidase 23B [Source:HGNC Symbol%3BAcc:7171]
ENSG00000248333	CDK11B	cyclin-dependent kinase 11B [Source:HGNC Symbol%3BAcc:1729]
ENSG00000272004	RP11-345P4.10	--
ENSG00000189339	SLC35E2B	solute carrier family 35%2C member E2B [Source:HGNC Symbol%3BAcc:33941]
ENSG00000269737	RP11-345P4.7	--
ENSG00000269227	RP11-345P4.6	--
ENSG00000215914	MMP23A	matrix metallopeptidase 23A (pseudogene) [Source:HGNC Symbol%3BAcc:7170]
ENSG00000008128	CDK11A	cyclin-dependent kinase 11A [Source:HGNC Symbol%3BAcc:1730]
ENSG00000268575	RP1-283E3.8	--
ENSG00000227775	RP1-283E3.4	--
ENSG00000215790	SLC35E2	solute carrier family 35%2C member E2 [Source:HGNC Symbol%3BAcc:20863]
ENSG00000008130	NADK	NAD kinase [Source:HGNC Symbol%3BAcc:29831]
ENSG00000078369	GNB1	guanine nucleotide binding protein (G protein)%2C beta polypeptide 1 [Source:HGNC Symbol%3BAcc:4396]
ENSG00000231050	RP1-140A9.1	--
ENSG00000169885	CALML6	calmodulin-like 6 [Source:HGNC Symbol%3BAcc:24193]
ENSG00000178821	TMEM52	transmembrane protein 52 [Source:HGNC Symbol%3BAcc:27916]
ENSG00000142609	C1orf222	chromosome 1 open reading frame 222 [Source:HGNC Symbol%3BAcc:27917]
ENSG00000233542	RP11-547D24.1	--
ENSG00000187730	GABRD	gamma-aminobutyric acid (GABA) A receptor%2C delta [Source:HGNC Symbol%3BAcc:4084]
ENSG00000226969	RP11-547D24.3	--
ENSG00000067606	PRKCZ	protein kinase C%2C zeta [Source:HGNC Symbol%3BAcc:9412]
ENSG00000271806	RP5-892K4.1	--
ENSG00000182873	RP11-181G12.2	--
ENSG00000162585	C1orf86	chromosome 1 open reading frame 86 [Source:HGNC Symbol%3BAcc:26428]
ENSG00000269554	AL590822.2	Uncharacterized protein%3B cDNA FLJ36608 fis%2C clone TRACH2015824  [Source:UniProtKB/TrEMBL%3BAcc:Q8N9S5]
ENSG00000203301	AL590822.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL%3BAcc:F5H5L2]
ENSG00000243558	RP11-181G12.5	--
ENSG00000234396	RP11-181G12.4	--
ENSG00000157933	SKI	v-ski avian sarcoma viral oncogene homolog [Source:HGNC Symbol%3BAcc:10896]
ENSG00000116151	MORN1	MORN repeat containing 1 [Source:HGNC Symbol%3BAcc:25852]
ENSG00000272161	RP4-713A8.1	--
ENSG00000269753	AL589739.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL%3BAcc:M0QY59]
ENSG00000269896	RP4-740C4.6	--
ENSG00000238240	RP4-740C4.5	--
ENSG00000272420	RP4-740C4.7	--
ENSG00000271921	RP4-740C4.9	--
ENSG00000271847	RP4-740C4.8	--
ENSG00000178642	AL513477.1	--
ENSG00000157916	RER1	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol%3BAcc:30309]
ENSG00000157911	PEX10	peroxisomal biogenesis factor 10 [Source:HGNC Symbol%3BAcc:8851]
ENSG00000149527	PLCH2	phospholipase C%2C eta 2 [Source:HGNC Symbol%3BAcc:29037]
ENSG00000224387	RP3-395M20.2	--
ENSG00000229393	RP3-395M20.3	--
ENSG00000157881	PANK4	pantothenate kinase 4 [Source:HGNC Symbol%3BAcc:19366]
ENSG00000197921	HES5	hes family bHLH transcription factor 5 [Source:HGNC Symbol%3BAcc:19764]
ENSG00000272449	RP3-395M20.12	--
ENSG00000238164	RP3-395M20.8	--
ENSG00000157873	TNFRSF14	tumor necrosis factor receptor superfamily%2C member 14 [Source:HGNC Symbol%3BAcc:11912]
ENSG00000225931	RP3-395M20.7	--
ENSG00000228037	RP3-395M20.9	--
ENSG00000157870	FAM213B	family with sequence similarity 213%2C member B [Source:HGNC Symbol%3BAcc:28390]
ENSG00000142606	MMEL1	membrane metallo-endopeptidase-like 1 [Source:HGNC Symbol%3BAcc:14668]
ENSG00000237058	RP13-436F16.1	--
ENSG00000215912	TTC34	tetratricopeptide repeat domain 34 [Source:HGNC Symbol%3BAcc:34297]
ENSG00000233234	RP11-740P5.2	--
ENSG00000231630	RP11-740P5.3	--
ENSG00000169717	ACTRT2	actin-related protein T2 [Source:HGNC Symbol%3BAcc:24026]
ENSG00000177133	LINC00982	long intergenic non-protein coding RNA 982 [Source:HGNC Symbol%3BAcc:48664]
ENSG00000256761	AL008733.1	--
ENSG00000142611	PRDM16	PR domain containing 16 [Source:HGNC Symbol%3BAcc:14000]
ENSG00000226286	RP1-163G9.2	--
ENSG00000272235	RP11-22L13.1	--
ENSG00000130762	ARHGEF16	Rho guanine nucleotide exchange factor (GEF) 16 [Source:HGNC Symbol%3BAcc:15515]
ENSG00000272088	RP11-168F9.2	--
ENSG00000162591	MEGF6	multiple EGF-like-domains 6 [Source:HGNC Symbol%3BAcc:3232]
ENSG00000207776	MIR551A	microRNA 551a [Source:HGNC Symbol%3BAcc:32806]
ENSG00000238260	RP11-46F15.2	--
ENSG00000158109	TPRG1L	tumor protein p63 regulated 1-like [Source:HGNC Symbol%3BAcc:27007]
ENSG00000116213	WRAP73	WD repeat containing%2C antisense to TP73 [Source:HGNC Symbol%3BAcc:12759]
ENSG00000078900	TP73	tumor protein p73 [Source:HGNC Symbol%3BAcc:12003]
ENSG00000227589	RP5-1092A11.5	--
ENSG00000235131	RP5-1092A11.2	--
ENSG00000227372	TP73-AS1	TP73 antisense RNA 1 [Source:HGNC Symbol%3BAcc:29052]
ENSG00000162592	CCDC27	coiled-coil domain containing 27 [Source:HGNC Symbol%3BAcc:26546]
ENSG00000235169	SMIM1	small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol%3BAcc:44204]
ENSG00000130764	LRRC47	leucine rich repeat containing 47 [Source:HGNC Symbol%3BAcc:29207]
ENSG00000266075	RN7SL574P	RNA%2C 7SL%2C cytoplasmic 574%2C pseudogene [Source:HGNC Symbol%3BAcc:46590]
ENSG00000272153	RP1-286D6.5	--
ENSG00000116198	CEP104	centrosomal protein 104kDa [Source:HGNC Symbol%3BAcc:24866]
ENSG00000169598	DFFB	DNA fragmentation factor%2C 40kDa%2C beta polypeptide (caspase-activated DNase) [Source:HGNC Symbol%3BAcc:2773]
ENSG00000264428	AL691523.1	--
ENSG00000198912	C1orf174	chromosome 1 open reading frame 174 [Source:HGNC Symbol%3BAcc:27915]
ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol%3BAcc:49449]
ENSG00000233304	RP13-614K11.1	--
ENSG00000226374	RP13-614K11.2	--
ENSG00000229280	RP11-374C13.1	--
ENSG00000235054	RP5-1166F10.1	--
ENSG00000227169	RP1-37J18.1	--
ENSG00000232596	RP1-37J18.2	--
ENSG00000196581	AJAP1	adherens junctions associated protein 1 [Source:HGNC Symbol%3BAcc:30801]
ENSG00000231510	RP11-542C10.1	--
ENSG00000260972	RP1-58B11.1	--
ENSG00000264341	MIR4417	microRNA 4417 [Source:HGNC Symbol%3BAcc:41535]
ENSG00000236948	RP11-154H17.1	--
ENSG00000216045	AL356693.1	--
ENSG00000264101	MIR4689	microRNA 4689 [Source:HGNC Symbol%3BAcc:41895]
ENSG00000131697	NPHP4	nephronophthisis 4 [Source:HGNC Symbol%3BAcc:19104]
ENSG00000266687	AL356261.1	--
ENSG00000069424	KCNAB2	potassium voltage-gated channel%2C shaker-related subfamily%2C beta member 2 [Source:HGNC Symbol%3BAcc:6229]
ENSG00000268332	AL035406.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL%3BAcc:M0QY64]
ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5 [Source:HGNC Symbol%3BAcc:16816]
ENSG00000116251	RPL22	ribosomal protein L22 [Source:HGNC Symbol%3BAcc:10315]
ENSG00000226944	RP1-120G22.11	--
ENSG00000158286	RNF207	ring finger protein 207 [Source:HGNC Symbol%3BAcc:32947]
ENSG00000116237	ICMT	isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol%3BAcc:5350]
ENSG00000225077	LINC00337	long intergenic non-protein coding RNA 337 [Source:HGNC Symbol%3BAcc:28620]
ENSG00000173673	HES3	hes family bHLH transcription factor 3 [Source:HGNC Symbol%3BAcc:26226]
ENSG00000158292	GPR153	G protein-coupled receptor 153 [Source:HGNC Symbol%3BAcc:23618]
ENSG00000097021	ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol%3BAcc:24157]
ENSG00000271746	RP1-202O8.3	--
ENSG00000069812	HES2	hes family bHLH transcription factor 2 [Source:HGNC Symbol%3BAcc:16005]
ENSG00000187017	ESPN	espin [Source:HGNC Symbol%3BAcc:13281]
ENSG00000265392	MIR4252	microRNA 4252 [Source:HGNC Symbol%3BAcc:38384]
ENSG00000231868	RP1-202O8.2	--
ENSG00000215788	TNFRSF25	tumor necrosis factor receptor superfamily%2C member 25 [Source:HGNC Symbol%3BAcc:11910]
ENSG00000171680	PLEKHG5	pleckstrin homology domain containing%2C family G (with RhoGef domain) member 5 [Source:HGNC Symbol%3BAcc:29105]
ENSG00000162408	NOL9	nucleolar protein 9 [Source:HGNC Symbol%3BAcc:26265]
ENSG00000253022	RNU6-731P	RNA%2C U6 small nuclear 731%2C pseudogene [Source:HGNC Symbol%3BAcc:47694]
ENSG00000229519	RP11-58A11.2	--
ENSG00000173662	TAS1R1	taste receptor%2C type 1%2C member 1 [Source:HGNC Symbol%3BAcc:14448]
ENSG00000204859	ZBTB48	zinc finger and BTB domain containing 48 [Source:HGNC Symbol%3BAcc:4930]
ENSG00000162413	KLHL21	kelch-like family member 21 [Source:HGNC Symbol%3BAcc:29041]
ENSG00000116273	PHF13	PHD finger protein 13 [Source:HGNC Symbol%3BAcc:22983]
ENSG00000041988	THAP3	THAP domain containing%2C apoptosis associated protein 3 [Source:HGNC Symbol%3BAcc:20855]
ENSG00000007923	DNAJC11	DnaJ (Hsp40) homolog%2C subfamily C%2C member 11 [Source:HGNC Symbol%3BAcc:25570]
ENSG00000228750	RP11-242F24.1	--
ENSG00000239166	snoU13	Small nucleolar RNA U13 [Source:RFAM%3BAcc:RF01210]
ENSG00000237436	RP11-312B8.1	--
ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1 [Source:HGNC Symbol%3BAcc:18806]
ENSG00000227950	RP11-312B8.2	--
ENSG00000237365	RP11-334N17.1	--
ENSG00000207056	RNU1-8P	RNA%2C U1 small nuclear 8%2C pseudogene [Source:HGNC Symbol%3BAcc:48307]
ENSG00000237402	CAMTA1-IT1	CAMTA1 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol%3BAcc:41446]
ENSG00000237728	RP3-453P22.2	--
ENSG00000225126	RP4-549F15.1	--
ENSG00000270171	RP11-338N10.1	--
ENSG00000270035	RP11-338N10.2	--
ENSG00000269978	RP11-338N10.3	--
ENSG00000049245	VAMP3	vesicle-associated membrane protein 3 [Source:HGNC Symbol%3BAcc:12644]
ENSG00000269925	RP3-467L1.6	--
ENSG00000049246	PER3	period circadian clock 3 [Source:HGNC Symbol%3BAcc:8847]
ENSG00000236266	RP3-467L1.4	--
ENSG00000049247	UTS2	urotensin 2 [Source:HGNC Symbol%3BAcc:12636]
ENSG00000049249	TNFRSF9	tumor necrosis factor receptor superfamily%2C member 9 [Source:HGNC Symbol%3BAcc:11924]
ENSG00000270330	RP5-892F13.2	--
ENSG00000116288	PARK7	parkinson protein 7 [Source:HGNC Symbol%3BAcc:16369]
ENSG00000200344	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000116285	ERRFI1	ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol%3BAcc:18185]
ENSG00000238290	RP11-431K24.1	--
ENSG00000232848	CTA-215D11.4	--
ENSG00000229305	RP11-431K24.2	--
ENSG00000200975	RNU1-7P	RNA%2C U1 small nuclear 7%2C pseudogene [Source:HGNC Symbol%3BAcc:48306]
ENSG00000227634	RP11-431K24.3	--
ENSG00000233645	RP11-431K24.4	--
ENSG00000265414	RN7SL729P	RNA%2C 7SL%2C cytoplasmic 729%2C pseudogene [Source:HGNC Symbol%3BAcc:46745]
ENSG00000251977	RNU6-991P	RNA%2C U6 small nuclear 991%2C pseudogene [Source:HGNC Symbol%3BAcc:47954]
ENSG00000162426	SLC45A1	solute carrier family 45%2C member 1 [Source:HGNC Symbol%3BAcc:17939]
ENSG00000252254	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000142599	RERE	arginine-glutamic acid dipeptide (RE) repeats [Source:HGNC Symbol%3BAcc:9965]
ENSG00000232912	RP5-1115A15.1	--
ENSG00000221083	SNORA77	Small nucleolar RNA SNORA77 [Source:RFAM%3BAcc:RF00599]
ENSG00000270282	RP5-1115A15.2	--
ENSG00000234619	RPL7P11	ribosomal protein L7 pseudogene 11 [Source:HGNC Symbol%3BAcc:35667]
ENSG00000224315	RPL7P7	ribosomal protein L7 pseudogene 7 [Source:HGNC Symbol%3BAcc:36895]
ENSG00000222511	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSG00000226545	RP4-633I8.3	--
ENSG00000228423	RP4-633I8.4	--
ENSG00000229716	RP11-185B14.1	--
ENSG00000074800	ENO1	enolase 1%2C (alpha) [Source:HGNC Symbol%3BAcc:3350]
ENSG00000236269	ENO1-IT1	ENO1 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol%3BAcc:41331]
ENSG00000230679	ENO1-AS1	ENO1 antisense RNA 1 [Source:HGNC Symbol%3BAcc:40214]
ENSG00000201725	RNU6-304P	RNA%2C U6 small nuclear 304%2C pseudogene [Source:HGNC Symbol%3BAcc:47267]
ENSG00000238249	HMGN2P17	high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol%3BAcc:39381]
ENSG00000232208	RP3-477M7.5	--
ENSG00000232663	RP3-477M7.6	--
ENSG00000131686	CA6	carbonic anhydrase VI [Source:HGNC Symbol%3BAcc:1380]
ENSG00000265141	RN7SL451P	RNA%2C 7SL%2C cytoplasmic 451%2C pseudogene [Source:HGNC Symbol%3BAcc:46467]
ENSG00000197241	SLC2A7	solute carrier family 2 (facilitated glucose transporter)%2C member 7 [Source:HGNC Symbol%3BAcc:13445]
ENSG00000142583	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter)%2C member 5 [Source:HGNC Symbol%3BAcc:11010]
ENSG00000252404	SCARNA16	Small Cajal body specific RNA 16 [Source:RFAM%3BAcc:RF00424]
ENSG00000180758	GPR157	G protein-coupled receptor 157 [Source:HGNC Symbol%3BAcc:23687]
ENSG00000207865	MIR34A	microRNA 34a [Source:HGNC Symbol%3BAcc:31635]
ENSG00000228526	RP3-510D11.1	--
ENSG00000234546	RP3-510D11.2	--
ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol%3BAcc:4795]
ENSG00000252841	Z98044.1	--
ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol%3BAcc:30628]
ENSG00000252956	RNA5SP40	RNA%2C 5S ribosomal pseudogene 40 [Source:HGNC Symbol%3BAcc:42816]
ENSG00000235263	RP13-392I16.1	--
ENSG00000171612	SLC25A33	solute carrier family 25 (pyrimidine nucleotide carrier)%2C member 33 [Source:HGNC Symbol%3BAcc:29681]
ENSG00000231181	RP13-15M17.1	--
ENSG00000188807	TMEM201	transmembrane protein 201 [Source:HGNC Symbol%3BAcc:33719]
ENSG00000171608	PIK3CD	phosphatidylinositol-4%2C5-bisphosphate 3-kinase%2C catalytic subunit delta [Source:HGNC Symbol%3BAcc:8977]
ENSG00000179840	C1orf200	chromosome 1 open reading frame 200 [Source:HGNC Symbol%3BAcc:32346]
ENSG00000233268	RP11-558F24.2	--
ENSG00000231789	RP11-558F24.4	--
ENSG00000171603	CLSTN1	calsyntenin 1 [Source:HGNC Symbol%3BAcc:17447]
ENSG00000271264	RP11-558F24.6	--
ENSG00000178585	CTNNBIP1	catenin%2C beta interacting protein 1 [Source:HGNC Symbol%3BAcc:16913]
ENSG00000223989	RP11-84A14.5	--
ENSG00000162441	LZIC	leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol%3BAcc:17497]
ENSG00000228150	RP11-84A14.4	--
ENSG00000173614	NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol%3BAcc:17877]
ENSG00000202415	RN7SKP269	RNA%2C 7SK small nuclear pseudogene 269 [Source:HGNC Symbol%3BAcc:45993]
ENSG00000265521	MIR5697	microRNA 5697 [Source:HGNC Symbol%3BAcc:43509]
ENSG00000241326	RP11-807G9.2	--
ENSG00000162444	RBP7	retinol binding protein 7%2C cellular [Source:HGNC Symbol%3BAcc:30316]
ENSG00000225786	AL590639.1	--
ENSG00000130939	UBE4B	ubiquitination factor E4B [Source:HGNC Symbol%3BAcc:12500]
ENSG00000224340	RP11-496H15.2	--
