chr - chr1 chr1 0 267910886 chr1
band chr5 q31 q31 85486507 104595256 gpos
band chr5 q32 q32 104595256 112194056 gneg
band chr5 q33 q33 112194056 123257016 gpos
band chr5 q34 q34 123257016 128509128 gneg
band chr5 q35 q35 128509128 135213952 gpos
band chr5 q36 q36 135213952 173096209 gneg
band chr6 q11 q11 0 3920547 gpos
band chr6 q12 q12 3920547 21058941 gneg
band chr6 q13 q13 21058941 25091504 gpos
band chr6 q14 q14 25091504 36629115 gneg
band chr6 q15 q15 36629115 40661678 gpos
band chr6 q16 q16 40661678 55783790 gneg
band chr6 q21 q21 55783790 67769464 gpos
band chr6 q22 q22 67769464 72138074 gneg
band chr6 q23 q23 72138074 83787701 gpos
band chr6 q24 q24 83787701 107647034 gneg
band chr6 q31 q31 107647034 119632707 gpos
band chr6 q32 q32 119632707 139571492 gneg
band chr6 q33 q33 139571492 147636619 gpos
band chr7 q11 q11 0 15273239 gpos
band chr7 q12 q12 15273239 18101617 gneg
band chr7 q13 q13 18101617 41068044 gpos
band chr7 q21 q21 41068044 52268420 gpos
band chr7 q22 q22 52268420 76479334 gneg
band chr7 q31 q31 76479334 91752574 gpos
band chr7 q32 q32 91752574 94580951 gneg
band chr7 q33 q33 94580951 104649976 gpos
band chr7 q34 q34 104649976 128860890 gneg
band chr7 q35 q35 128860890 136101537 gpos
band chr7 q36 q36 136101537 143002779 gneg
band chr8 q11 q11 0 11874368 gpos
band chr8 q12 q12 11874368 16813265 gneg
band chr8 q13 q13 16813265 31735037 gpos
band chr8 q21 q21 31735037 40351836 gpos
band chr8 q22 q22 40351836 48968634 gneg
band chr8 q23 q23 48968634 54222779 gpos
band chr8 q24 q24 54222779 82279915 gneg
band chr8 q31 q31 82279915 106554067 gpos
band chr8 q32 q32 106554067 129041809 gneg
band chr9 q11 q11 0 7255483 gpos
band chr9 q12 q12 7255483 17060190 gneg
band chr9 q13 q13 17060190 28237556 gpos
band chr9 q21 q21 28237556 41866100 gpos
band chr9 q22 q22 41866100 52357136 gneg
band chr9 q31 q31 52357136 62063796 gpos
band chr9 q32 q32 62063796 70103656 gneg
band chr9 q33 q33 70103656 78535705 gpos
band chr9 q34 q34 78535705 83732200 gneg
band chr9 q35 q35 83732200 90007212 gpos
band chr9 q36 q36 90007212 101184578 gneg
band chr9 q37 q37 101184578 107459591 gpos
band chr9 q38 q38 107459591 113440463 gneg
band chrX q11 q11 0 7738332 gpos
band chrX q12 q12 7738332 21538359 gneg
band chrX q13 q13 21538359 29792580 gpos
band chrX q14 q14 29792580 39465496 gneg
band chrX q21 q21 39465496 59585161 gpos
band chrX q22 q22 59585161 81252493 gneg
band chrX q31 q31 81252493 100985241 gpos
band chrX q32 q32 100985241 112463768 gneg
band chrX q33 q33 112463768 115688074 gpos
band chrX q34 q34 115688074 122523601 gneg
band chrX q35 q35 122523601 135420822 gpos
band chrX q36 q36 135420822 149220849 gneg
band chrX q37 q37 149220849 160699376 gpos
